Product Name,Long Description,Short Description,Supplier Source,Price,Currency,Stock,Category
LEGO 76179 Batman™ & Selina Kyle™,"There’s double the fun for Batman™ fans aged 7+ with LEGO® DC Batman: Batman & Selina Kyle™ Motorcycle Pursuit (76179). This 2-motorcycle set is based on The Batman movie and is perfect for fans of fast-moving, super-hero adventures.<br><br>Batman action – on wheels!<br>Kids take their imaginations on a thrilling motorcycle ride with Batman and Selina Kyle. With 2 powerful-looking motorcycles and 2 minifigures, plus a Batarang™, grappling gun, chain and gem element, thrilling adventures will never be far away. A glow-in-the-dark Batsignal™ provides extra inspiration for endless super-hero stories. The free LEGO Building Instructions app contains an additional digital guide, which kids can use to zoom, rotate and visualize their model. There’s also a guided real-life building process that allows even younger builders to construct with confidence.","There’s double the fun for Batman™ fans aged 7+ with LEGO® DC Batman: Batman & Selina Kyle™ Motorcycle Pursuit (76179). This 2-motorcycle set is based on The Batman movie and is perfect for fans of fast-moving, super-hero adventures.

Batman action – on wheels!
Kids take their imaginations on a thrilling motorcycle ride with Batman and Selina Kyle. With 2 powerful-looking motorcycles and 2 minifigures, plus a Batarang™, grappling gun, chain and gem element, thrilling adventures will never be far away. A glow-in-the-dark Batsignal™ provides extra inspiration for endless super-hero stories. The free LEGO Building Instructions app contains an additional digital guide, which kids can use to zoom, rotate and visualize their model. There’s also a guided real-life building process that allows even younger builders to construct with confidence.",https://shopee.com.my/LEGO-76179-Batman%E2%84%A2-Selina-Kyle%E2%84%A2-i.120723581.15756605084?sp_atk=efe0dd79-af80-4cf1-b0f9-1efb09ef57cb&xptdk=efe0dd79-af80-4cf1-b0f9-1efb09ef57cb,65.9,MYR,1,Toys
Bestway Lil Animal Pool Float 34058,Bestway Lil Animal Pool Float 34058<br><br>-Float<br>-Cute design<br>-Assorted design<br>-Durable and long lasting.<br>-Lightweight,"Bestway Lil Animal Pool Float 34058

-Float
-Cute design
-Assorted design
-Durable and long lasting.
-Lightweight",https://shopee.com.my/Bestway-Lil-Animal-Pool-Float-34058-i.120723581.17334328846?sp_atk=ea542ab9-a0c6-4832-bf1e-e54b15224902&xptdk=ea542ab9-a0c6-4832-bf1e-e54b15224902,25.9,MYR,2,Toys
SCRABBLE ORIGINAL ENGLISH Y9592,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>Scrabble Original - Board Game - Mattel.<br>The classic battle of wits and words where every word counts! For 2-4 players.<br>For ages 10+","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!
Scrabble Original - Board Game - Mattel.
The classic battle of wits and words where every word counts! For 2-4 players.
For ages 10+",https://shopee.com.my/SCRABBLE-ORIGINAL-ENGLISH-Y9592-i.120723581.5827082768?sp_atk=c673bbc2-d387-460a-b317-089c4b1bc7a2&xptdk=c673bbc2-d387-460a-b317-089c4b1bc7a2,144.9,MYR,7,Toys
LEGO 60275 POLICE HELICOPTER,"Product Features:<br><br>Kids with a passion for role play will love this LEGO City Police Helicopter (60275) playset, featuring a sturdy police helicopter toy with spinnable rotors and a cool water scooter. Just add the police officer and crook mini figures, handcuffs, toy banknotes and a touch of imagination for endless crook-catching adventures. This durable 4+ building set includes a simple printed building guide and a special Starter Brick element to help even first-time builders experience the pride of constructing their own LEGO toys. And with the free LEGO Building Instructions app for smartphones and tablets, kids get Instructions PLUS – an interactive construction guide with amazing zoom and rotate viewing tools that really make LEGO building child's play. <br><br>- This easy-to-build Police Helicopter (60275) playset makes a great introduction to the awesome LEGO City universe, where boys and girls aged 4 and up can immerse themselves in endless creative play<br>- There’s a robust toy police helicopter, crook's water scooter and 2 banknote elements, plus police officer and crook mini figures; Just add a touch of imagination for endless fun<br>- The police helicopter toy has a mini figure cockpit, spinnable rotors and an opening fuselage for the captured crook; Kids can attach the crook and her stolen banknote elements to the water scooter","Product Features:

Kids with a passion for role play will love this LEGO City Police Helicopter (60275) playset, featuring a sturdy police helicopter toy with spinnable rotors and a cool water scooter. Just add the police officer and crook mini figures, handcuffs, toy banknotes and a touch of imagination for endless crook-catching adventures. This durable 4+ building set includes a simple printed building guide and a special Starter Brick element to help even first-time builders experience the pride of constructing their own LEGO toys. And with the free LEGO Building Instructions app for smartphones and tablets, kids get Instructions PLUS – an interactive construction guide with amazing zoom and rotate viewing tools that really make LEGO building child's play. 

- This easy-to-build Police Helicopter (60275) playset makes a great introduction to the awesome LEGO City universe, where boys and girls aged 4 and up can immerse themselves in endless creative play
- There’s a robust toy police helicopter, crook's water scooter and 2 banknote elements, plus police officer and crook mini figures; Just add a touch of imagination for endless fun
- The police helicopter toy has a mini figure cockpit, spinnable rotors and an opening fuselage for the captured crook; Kids can attach the crook and her stolen banknote elements to the water scooter",https://shopee.com.my/LEGO-60275-POLICE-HELICOPTER-i.120723581.8442506364?sp_atk=c94c6c8d-53f9-4955-a07a-d9fc9a143f60&xptdk=c94c6c8d-53f9-4955-a07a-d9fc9a143f60,37.43,MYR,3,Toys
LEGO 10774 Mickey N Minnies Space Rocket,"Boost kids’ imagination with this LEGO® ? Disney Mickey and Friends Mickey Mouse & Minnie Mouse’s Space Rocket (10774) set. Featuring an opening rocket ship and space station, the set lets kids aged 4 and up join Disney’s Mickey Mouse and Minnie Mouse in space.<br><br><br><br>Made to build and play<br><br>This LEGO 4+ space set is filled with fun, developmental activities to help children have a great play experience. Each bag of bricks contains a complete model that kids can build quickly to get the play started fast! It also has Starter Brick elements to kick-start building.<br><br><br><br>Entertaining family fun<br><br>4+ sets are the perfect way for adults to share the building fun with kids. This set comes with simple picture instructions, meaning no barrier to building for kids just learning to read. It also comes with Instructions PLUS, available on the free LEGO Building Instructions app. In the app, children can clearly see the building process, and save their progress so they can jump back into the build any time.","Boost kids’ imagination with this LEGO® ? Disney Mickey and Friends Mickey Mouse & Minnie Mouse’s Space Rocket (10774) set. Featuring an opening rocket ship and space station, the set lets kids aged 4 and up join Disney’s Mickey Mouse and Minnie Mouse in space.



Made to build and play

This LEGO 4+ space set is filled with fun, developmental activities to help children have a great play experience. Each bag of bricks contains a complete model that kids can build quickly to get the play started fast! It also has Starter Brick elements to kick-start building.



Entertaining family fun

4+ sets are the perfect way for adults to share the building fun with kids. This set comes with simple picture instructions, meaning no barrier to building for kids just learning to read. It also comes with Instructions PLUS, available on the free LEGO Building Instructions app. In the app, children can clearly see the building process, and save their progress so they can jump back into the build any time.",https://shopee.com.my/LEGO-10774-Mickey-N-Minnies-Space-Rocket-i.120723581.10244747658?sp_atk=752e8857-d74a-4152-a9d4-0cb3cd70885a&xptdk=752e8857-d74a-4152-a9d4-0cb3cd70885a,67.43,MYR,4,Toys
Barbie Estate Pool and Doll (BLONDE) GHL91,"Product Features:<br><br>Slide into summer fun with Barbie Doll and her pool! It's easy to fill and empty for an instant pool party. It's the perfect pool for a party! Barbie doll can slide right in and make a splash or lounge around in the built-in seating area. A colorful design inspires style, and accessories encourage imaginative storytelling. Two cool beverages, two cupholders next to the seating area and a towel with a colorful print help set the scene for the perfect summer day. Barbie doll is pool-ready in a bright swimsuit with fun, flowery graphics. Doll cannot swim or stand alone. Colors and decorations may vary.<br><br>- Young imaginations can make a splash with Barbie doll and her fun pool!<br>?- Help Barbie doll climb the ladder and slide right in or lounge around in the built-in seating area.<br>?- A colorful towel accessory, two cool beverages and built-in cupholders help set the scene for the perfect pool party.<br>?- In bright swimwear with a flowery graphic, Barbie doll is ready for fun in the sun.<br>","Product Features:

Slide into summer fun with Barbie Doll and her pool! It's easy to fill and empty for an instant pool party. It's the perfect pool for a party! Barbie doll can slide right in and make a splash or lounge around in the built-in seating area. A colorful design inspires style, and accessories encourage imaginative storytelling. Two cool beverages, two cupholders next to the seating area and a towel with a colorful print help set the scene for the perfect summer day. Barbie doll is pool-ready in a bright swimsuit with fun, flowery graphics. Doll cannot swim or stand alone. Colors and decorations may vary.

- Young imaginations can make a splash with Barbie doll and her fun pool!
?- Help Barbie doll climb the ladder and slide right in or lounge around in the built-in seating area.
?- A colorful towel accessory, two cool beverages and built-in cupholders help set the scene for the perfect pool party.
?- In bright swimwear with a flowery graphic, Barbie doll is ready for fun in the sun.",https://shopee.com.my/Barbie-Estate-Pool-and-Doll-(BLONDE)-GHL91-i.120723581.9941837228?sp_atk=44071e32-ba17-4721-b790-a1aa6a2b43ed&xptdk=44071e32-ba17-4721-b790-a1aa6a2b43ed,79.9,MYR,7,Toys
LEGO 76903 Chevrolet Race Car and 196,"Just like the real thing<br>The vehicles in this Speed Champions playset come with a wide chassis, which allows room for a 2-seat cockpit and even more authentic detailing. And with 2 Chevrolet driver minifigures geared up and ready to go, the scene is set for legendary racetrack action.<br><br>The best race car kits!<br>LEGO Speed Champions sets deliver authentic replicas of the world’s most innovative and best-known automobiles. Perfect for display, the collectible models are also great for thrilling race action against other vehicles from the Speed Champions range.","Just like the real thing
The vehicles in this Speed Champions playset come with a wide chassis, which allows room for a 2-seat cockpit and even more authentic detailing. And with 2 Chevrolet driver minifigures geared up and ready to go, the scene is set for legendary racetrack action.

The best race car kits!
LEGO Speed Champions sets deliver authentic replicas of the world’s most innovative and best-known automobiles. Perfect for display, the collectible models are also great for thrilling race action against other vehicles from the Speed Champions range.",https://shopee.com.my/LEGO-76903-Chevrolet-Race-Car-and-196-i.120723581.8572917893?sp_atk=7d33cceb-5e0f-4de0-bc07-40e05c83e150&xptdk=7d33cceb-5e0f-4de0-bc07-40e05c83e150,169.9,MYR,1,Toys
Basic Ride On Car 612 B - White/Red,#NAME?,#NAME?,https://shopee.com.my/Basic-Ride-On-Car-612-B-White-Red-i.120723581.8874891313?sp_atk=3386d961-f5ce-47d1-a714-ed9e46c32b9d&xptdk=3386d961-f5ce-47d1-a714-ed9e46c32b9d,37.9,MYR,8,Toys
Play-Doh Pack Assorted B5517/F1848,"Explore open ended creativity and make amazing creations with this Play Doh variety pack With 4 different Play Doh colors to squish and mold, kids can create all sorts of wonderful crafterpieces. Each colorful 4 pack is packed with Play Doh potential (Each 4 pack sold separately.)","Explore open ended creativity and make amazing creations with this Play Doh variety pack With 4 different Play Doh colors to squish and mold, kids can create all sorts of wonderful crafterpieces. Each colorful 4 pack is packed with Play Doh potential (Each 4 pack sold separately.)",https://shopee.com.my/Play-Doh-Pack-Assorted-B5517-F1848-i.120723581.12909255557?sp_atk=a466d981-c66d-4f3d-9f2c-f4b7f3f83494&xptdk=a466d981-c66d-4f3d-9f2c-f4b7f3f83494,17.9,MYR,1,Toys
LEGO 10945 Garbage Truck and Recycling,"LEGO® DUPLO® Town Garbage Truck and Recycling (10945) is a colorful and versatile playset bursting with features to build skills as kids play.<br><br><br><br>Activity-packed recycling playset<br><br>There’s so much for toddlers to do and learn as they join 2 DUPLO figures for a variety of recycling activities. Practice color sorting by placing the colored bags into their matching bins; build fine motor skills with the open-and-close bin lids and the drivable dump truck; broaden imaginations with endless role-play stories; sweep up any spilled rubbish with the big broom; and develop eco-friendly habits that will last a lifetime.<br><br><br><br>Hands-on educational toys for toddlers<br><br>LEGO DUPLO toys put open-ended fun, self-expression and joyful learning into preschoolers’ hands. With DUPLO playsets, parents and young children can share precious developmental milestones as they play together.","LEGO® DUPLO® Town Garbage Truck and Recycling (10945) is a colorful and versatile playset bursting with features to build skills as kids play.



Activity-packed recycling playset

There’s so much for toddlers to do and learn as they join 2 DUPLO figures for a variety of recycling activities. Practice color sorting by placing the colored bags into their matching bins; build fine motor skills with the open-and-close bin lids and the drivable dump truck; broaden imaginations with endless role-play stories; sweep up any spilled rubbish with the big broom; and develop eco-friendly habits that will last a lifetime.



Hands-on educational toys for toddlers

LEGO DUPLO toys put open-ended fun, self-expression and joyful learning into preschoolers’ hands. With DUPLO playsets, parents and young children can share precious developmental milestones as they play together.",https://shopee.com.my/LEGO-10945-Garbage-Truck-and-Recycling-i.120723581.13502807719?sp_atk=ef7e9b90-9519-47a0-a823-49bf4ac86dbc&xptdk=ef7e9b90-9519-47a0-a823-49bf4ac86dbc,67.43,MYR,6,Toys
Nerf Nanofire Assorted E0121,"This compact Nerf blaster lets kids take it almost anywhere to start blasting almost anytime! Load 1 dart into the barrel, pull down the priming handle, and pull the trigger to fire. Reload and fire again! Storage for 2 darts on the handle. Comes with 3 Elite darts. Available in 2 colors: blue and green (each sold separately).","This compact Nerf blaster lets kids take it almost anywhere to start blasting almost anytime! Load 1 dart into the barrel, pull down the priming handle, and pull the trigger to fire. Reload and fire again! Storage for 2 darts on the handle. Comes with 3 Elite darts. Available in 2 colors: blue and green (each sold separately).",https://shopee.com.my/Nerf-Nanofire-Assorted-E0121-i.120723581.13609217814?sp_atk=42117bbf-8440-4e2b-a689-6638c8dd920f&xptdk=42117bbf-8440-4e2b-a689-6638c8dd920f,16.9,MYR,2,Toys
LEGO 41677 Forest Waterfall,Get back to nature with Olivia and Andrea. The girls are enjoying a hike in the forest. They’re taking a break by a pretty waterfall. Grab the binoculars to check out what’s moving in the trees. It’s a squirrel who’s come to say hello! Help Andrea make a fire to toast marshmallows while Olivia explores on her electric scooter. Hike behind the waterfall to discover the hidden gem!<br>,Get back to nature with Olivia and Andrea. The girls are enjoying a hike in the forest. They’re taking a break by a pretty waterfall. Grab the binoculars to check out what’s moving in the trees. It’s a squirrel who’s come to say hello! Help Andrea make a fire to toast marshmallows while Olivia explores on her electric scooter. Hike behind the waterfall to discover the hidden gem!,https://shopee.com.my/LEGO-41677-Forest-Waterfall-i.120723581.9793018802?sp_atk=45efb41d-7dff-4283-aba8-360d494fd952&xptdk=45efb41d-7dff-4283-aba8-360d494fd952,33.68,MYR,4,Toys
LEGO 75550 Minions Kung Fu Battle,"Take Minions fans on a journey to remember as they recreate thrilling scenes from the Minions: The Rise of Gru movie. This awesome LEGO Minions (75550) Minions Kung Fu Battle toy set lets kids role-play epic Chinese New Year scenes at the temple. There’s lots to discover as they help the Minions practice their kung fu moves.<br><br>-Bring the excitement of Chinese New Year to any home for young Minions fans. They’ll have lots of fun building this toy temple, ready to recreate scenes from the Minions: The Rise of Gru movie.<br><br>-Play starts right away with the 3 LEGO Minion figures. This set (75550) includes Kevin and Stuart Minion toy figures in kung fu outfits, plus an Otto figure.<br><br>-Kids can help the Minions perfect their kung fu skills with the weapon rack and rotating training dummy, before launching ‘fireworks’ from the top of the temple while the Minions carry the colorful Chinese dragon toy.<br><br>-Looking for a birthday present, or holiday gift for a Minions fan aged 6 and up? This is a great choice. Ideal for creative fun, it’s an awesome gift for kids who love building toys and Minion stories.<br><br>-No batteries are required for this Minions toy set, so kids can start playing right away.<br><br>-With Instructions PLUS, young builders can enjoy the sense of achievement from building independently.<br><br>-Inspire children to role-play scenes from the Minions: The Rise of Gru movie with LEGO® Minions sets.","Take Minions fans on a journey to remember as they recreate thrilling scenes from the Minions: The Rise of Gru movie. This awesome LEGO Minions (75550) Minions Kung Fu Battle toy set lets kids role-play epic Chinese New Year scenes at the temple. There’s lots to discover as they help the Minions practice their kung fu moves.

-Bring the excitement of Chinese New Year to any home for young Minions fans. They’ll have lots of fun building this toy temple, ready to recreate scenes from the Minions: The Rise of Gru movie.

-Play starts right away with the 3 LEGO Minion figures. This set (75550) includes Kevin and Stuart Minion toy figures in kung fu outfits, plus an Otto figure.

-Kids can help the Minions perfect their kung fu skills with the weapon rack and rotating training dummy, before launching ‘fireworks’ from the top of the temple while the Minions carry the colorful Chinese dragon toy.

-Looking for a birthday present, or holiday gift for a Minions fan aged 6 and up? This is a great choice. Ideal for creative fun, it’s an awesome gift for kids who love building toys and Minion stories.

-No batteries are required for this Minions toy set, so kids can start playing right away.

-With Instructions PLUS, young builders can enjoy the sense of achievement from building independently.

-Inspire children to role-play scenes from the Minions: The Rise of Gru movie with LEGO® Minions sets.",https://shopee.com.my/LEGO-75550-Minions-Kung-Fu-Battle-i.120723581.5089052441?sp_atk=8e4dab05-cea1-438d-92e7-1c081ae829e4&xptdk=8e4dab05-cea1-438d-92e7-1c081ae829e4,169.9,MYR,4,Toys
LEGO 76189 Captain America and Hydra Face Off,"Help young superheroes develop creative building skills with this classic LEGO® Marvel playset. LEGO Marvel Captain America and Hydra Face-Off (76189) is designed especially for ages 4 and up. It encourages shared play and supports developmental benefits.<br><br><br><br>A super start for little action heroes<br><br>Created with young builders in mind, 4+ sets are packed with engaging details to ensure youngsters have a great play experience. Inside the box, each bag of bricks contains a complete model and character that kids can build quickly to get the play started fast! The set includes a partly constructed motorcycle to help kids begin construction “by myself”, and a fun, visual guide provides intuitive building instructions – ideal for kids who are unable to <br><br><br>Fun for all the family<br><br>A LEGO 4+ playset is a special treat for any child, and for the rest of the family too. As adults pass on their construction skills, they share precious developmental milestones with their budding builder.","Help young superheroes develop creative building skills with this classic LEGO® Marvel playset. LEGO Marvel Captain America and Hydra Face-Off (76189) is designed especially for ages 4 and up. It encourages shared play and supports developmental benefits.



A super start for little action heroes

Created with young builders in mind, 4+ sets are packed with engaging details to ensure youngsters have a great play experience. Inside the box, each bag of bricks contains a complete model and character that kids can build quickly to get the play started fast! The set includes a partly constructed motorcycle to help kids begin construction “by myself”, and a fun, visual guide provides intuitive building instructions – ideal for kids who are unable to 


Fun for all the family

A LEGO 4+ playset is a special treat for any child, and for the rest of the family too. As adults pass on their construction skills, they share precious developmental milestones with their budding builder.",https://shopee.com.my/LEGO-76189-Captain-America-and-Hydra-Face-Off-i.120723581.13902802848?sp_atk=38061e32-58eb-4e82-9696-2cb1d9f099de&xptdk=38061e32-58eb-4e82-9696-2cb1d9f099de,37.43,MYR,2,Toys
BESTWAY SUMMER SMILE SPRAYER POOL 53081,"Product Features<br><br>Cheerful smiley face doubles as a water sprayer<br>Contents: 1 play pool, 1 repair patch<br>Walls composed of 3 equal rings<br>Cheerful smiley face design<br>Water sprayer attaches to the garden hose<br>Product Specifications<br><br>Size: 1.65 m x 1.44m x 69 cm (5 ft. 5 in. x 57 in. x 27 in.)<br>Water Capacity: 282 L (74 gal.)<br>Contents: 1 play pool, 1 repair patch<br>Recommended Age: Suitable for 2 years & above","Product Features

Cheerful smiley face doubles as a water sprayer
Contents: 1 play pool, 1 repair patch
Walls composed of 3 equal rings
Cheerful smiley face design
Water sprayer attaches to the garden hose
Product Specifications

Size: 1.65 m x 1.44m x 69 cm (5 ft. 5 in. x 57 in. x 27 in.)
Water Capacity: 282 L (74 gal.)
Contents: 1 play pool, 1 repair patch
Recommended Age: Suitable for 2 years & above",https://shopee.com.my/BESTWAY-SUMMER-SMILE-SPRAYER-POOL-53081-i.120723581.7482347946?sp_atk=1e977c5d-d34e-4f42-8a55-282d3cb2cceb&xptdk=1e977c5d-d34e-4f42-8a55-282d3cb2cceb,67.15,MYR,51,Toys
30359 LEGO City Police Water Plane (GWP),Exclusive LEGO Police Water Plane Set <br>High quality and fabulous collectable product from Lego as always.<br>WARNING(S): Not suitable for children under 3 years old.,"Exclusive LEGO Police Water Plane Set 
High quality and fabulous collectable product from Lego as always.
WARNING(S): Not suitable for children under 3 years old.",https://shopee.com.my/30359-LEGO-City-Police-Water-Plane-(GWP)-i.120723581.10644761487?sp_atk=6d369061-a902-4cda-abc3-33bf6551c87a&xptdk=6d369061-a902-4cda-abc3-33bf6551c87a,999999,MYR,6,Toys
Snapkis Abc Cooling Teether,Snapkis ABC Cooling Teether is a smart little helper for your baby’s teething journey. The textured surfaces encourage biting and soothe teething discomfort. The Teether is made with 100% food-grade material and is absolutely safe for your little ones to chew on. It is designed for little hands to grip and hold easily. The alphabet shapes provide additional educational value and comes in bright colours to attract your baby’s attention.<br><br>Features and Benefits<br>1. From 3 months+<br>2. INTERTEK Tested: Food-grade / Free from BPA<br>3. Soothes & massages sore gums<br>4. 2 types of surfaces for massaging gums<br>5. Bright colours for visual stimulation<br>6. Sized for little hands,"Snapkis ABC Cooling Teether is a smart little helper for your baby’s teething journey. The textured surfaces encourage biting and soothe teething discomfort. The Teether is made with 100% food-grade material and is absolutely safe for your little ones to chew on. It is designed for little hands to grip and hold easily. The alphabet shapes provide additional educational value and comes in bright colours to attract your baby’s attention.

Features and Benefits
1. From 3 months+
2. INTERTEK Tested: Food-grade / Free from BPA
3. Soothes & massages sore gums
4. 2 types of surfaces for massaging gums
5. Bright colours for visual stimulation
6. Sized for little hands",https://shopee.com.my/Snapkis-Abc-Cooling-Teether-i.120723581.5395395811?sp_atk=612fc48e-0198-4e7e-a4db-d0b91c660dbf&xptdk=612fc48e-0198-4e7e-a4db-d0b91c660dbf,24.9,MYR,2,Toys
Lego 71388 Boss Sumo Bro Expansion Set,"Let kids add another fun challenge to their LEGO® Super Mario™ universe with this Boss Sumo Bro Topple Tower Expansion Set (71388). It features a tower that is rocked by LEGO® Mario™ and/or LEGO® Luigi™ (figures not included) stomping on the levers at its base. It can be built to varying heights, and a Super Star Block is revealed when Boss Sumo Bro is toppled. The set also includes a Crowber figure. (Note: the 71360 or 71387 Starter Course is required for interactive play.)<br><br>Teamwork pays<br>Kids can play solo or with a friend who has a LEGO Mario or LEGO Luigi figure, winning bonus digital coins for teamwork. Check out the free LEGO Super Mario app for building instructions, creative inspiration and more.<br><br>Real-world Super Mario™ fun<br>Collectible LEGO Super Mario toy playsets bring family-favourite Super Mario characters into the real world and make fun gifts for trend-setting kids. The Starter Courses and Expansion Sets, plus Power-Up Packs, allow fans to customize their own unique levels.<br><br>Kids can add another action-packed, digital-coin-collecting challenge to their LEGO® Super Mario™ universe with this Boss Sumo Bro Topple Tower Expansion Set (71388).<br><br>Includes LEGO® Super Mario™ toy figures of 2 iconic enemy characters – Boss Sumo Bro, featuring chest-thumping arms, and a Crowber.<br><br>Features a buildable tower that is rocked by LEGO® Mario™ and/or LEGO® Luigi™ (figures not included) stomping on the levers at its base. Topple Boss Sumo Bro to reveal a Super Star Block.<br><br>This 231-piece toy playset makes a fun birthday or holiday gift for creative kids aged 6 and up who own a LEGO® Super Mario™ Starter Course (71360 or 71387), which is required for play.<br><br>Great for solo play or connect via Bluetooth to a friend’s LEGO® Mario™ or LEGO® Luigi™ figure (extra figures not included) for 2-player social fun where teamwork earns bonus coins.<br><br>This module measures over 9 in. (23 cm) high, 7.5 in. (20 cm) wide and 5 in. (13 cm) deep in its basic formation and can be rebuilt and combined with other LEGO® Super Mario™ sets in many ways.<br><br>The free LEGO® Super Mario™ app has building instructions, inspiration for different ways to build and play – and more. For a list of compatible Android and iOS devices, visit LEGO.com/devicecheck.<br><br>Collectible LEGO® Super Mario™ toys bring a family-favourite character into the real world, offering fans unlimited ways to expand, rebuild and create unique levels for solo or group play.<br><br>Since 1958, LEGO® components have met strict industry standards ensuring consistency, secure connections and robust builds.<br><br>LEGO® bricks and pieces are dropped, heated, crushed, twisted and analysed to make sure that they satisfy stringent global safety standards.","Let kids add another fun challenge to their LEGO® Super Mario™ universe with this Boss Sumo Bro Topple Tower Expansion Set (71388). It features a tower that is rocked by LEGO® Mario™ and/or LEGO® Luigi™ (figures not included) stomping on the levers at its base. It can be built to varying heights, and a Super Star Block is revealed when Boss Sumo Bro is toppled. The set also includes a Crowber figure. (Note: the 71360 or 71387 Starter Course is required for interactive play.)

Teamwork pays
Kids can play solo or with a friend who has a LEGO Mario or LEGO Luigi figure, winning bonus digital coins for teamwork. Check out the free LEGO Super Mario app for building instructions, creative inspiration and more.

Real-world Super Mario™ fun
Collectible LEGO Super Mario toy playsets bring family-favourite Super Mario characters into the real world and make fun gifts for trend-setting kids. The Starter Courses and Expansion Sets, plus Power-Up Packs, allow fans to customize their own unique levels.

Kids can add another action-packed, digital-coin-collecting challenge to their LEGO® Super Mario™ universe with this Boss Sumo Bro Topple Tower Expansion Set (71388).

Includes LEGO® Super Mario™ toy figures of 2 iconic enemy characters – Boss Sumo Bro, featuring chest-thumping arms, and a Crowber.

Features a buildable tower that is rocked by LEGO® Mario™ and/or LEGO® Luigi™ (figures not included) stomping on the levers at its base. Topple Boss Sumo Bro to reveal a Super Star Block.

This 231-piece toy playset makes a fun birthday or holiday gift for creative kids aged 6 and up who own a LEGO® Super Mario™ Starter Course (71360 or 71387), which is required for play.

Great for solo play or connect via Bluetooth to a friend’s LEGO® Mario™ or LEGO® Luigi™ figure (extra figures not included) for 2-player social fun where teamwork earns bonus coins.

This module measures over 9 in. (23 cm) high, 7.5 in. (20 cm) wide and 5 in. (13 cm) deep in its basic formation and can be rebuilt and combined with other LEGO® Super Mario™ sets in many ways.

The free LEGO® Super Mario™ app has building instructions, inspiration for different ways to build and play – and more. For a list of compatible Android and iOS devices, visit LEGO.com/devicecheck.

Collectible LEGO® Super Mario™ toys bring a family-favourite character into the real world, offering fans unlimited ways to expand, rebuild and create unique levels for solo or group play.

Since 1958, LEGO® components have met strict industry standards ensuring consistency, secure connections and robust builds.

LEGO® bricks and pieces are dropped, heated, crushed, twisted and analysed to make sure that they satisfy stringent global safety standards.",https://shopee.com.my/Lego-71388-Boss-Sumo-Bro-Expansion-Set-i.120723581.10026324931?sp_atk=e92da766-eac6-487d-affe-603839c6ffe7&xptdk=e92da766-eac6-487d-affe-603839c6ffe7,127.42,MYR,6,Toys
Lego 30325 My First Dinosaur (GWP),"Toddlers will love to build this cute little LEGO® DUPLO® brachiosaurus, then take it apart and create three different dinosaurs from the same bricks.<br>","Toddlers will love to build this cute little LEGO® DUPLO® brachiosaurus, then take it apart and create three different dinosaurs from the same bricks.",https://shopee.com.my/Lego-30325-My-First-Dinosaur-(GWP)-i.120723581.11181189296?sp_atk=c317993d-135d-4f5a-b80e-6a8eea113c03&xptdk=c317993d-135d-4f5a-b80e-6a8eea113c03,8500,MYR,50,Toys
LEGO 41937 Multi Pack - Summer Vibes,"A variety of DIY fun<br>This craft kit includes different, customizable DOTS wearables or room decor items, including a bracelet, lion bag tag, picture frame with hanging element and a cactus-shaped pencil holder. Kids can use the included tiles to create endless designs on all the pieces, or expand their creativity with the Extra DOTS – Series 5 (41932) bag (sold separately).<br><br>Summery arts-and-crafts vibes<br>The extra joy of this multi-pack kit is the chance it offers kids to mix and match patterns on the different pieces, then show off their creative designs or share them with friends. The kit offers kids an excellent introduction to DIY creativity or a group crafting activity, with something for everyone to do and make.","A variety of DIY fun
This craft kit includes different, customizable DOTS wearables or room decor items, including a bracelet, lion bag tag, picture frame with hanging element and a cactus-shaped pencil holder. Kids can use the included tiles to create endless designs on all the pieces, or expand their creativity with the Extra DOTS – Series 5 (41932) bag (sold separately).

Summery arts-and-crafts vibes
The extra joy of this multi-pack kit is the chance it offers kids to mix and match patterns on the different pieces, then show off their creative designs or share them with friends. The kit offers kids an excellent introduction to DIY creativity or a group crafting activity, with something for everyone to do and make.",https://shopee.com.my/LEGO-41937-Multi-Pack-Summer-Vibes-i.120723581.11214629580?sp_atk=2ca56b9b-039f-4255-98e6-74ae5bc614dd&xptdk=2ca56b9b-039f-4255-98e6-74ae5bc614dd,119.9,MYR,4,Toys
